,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Cell_25,Cell_26,Cell_27,Cell_28,Cell_29,Cell_30
SWT1,0.0,0.0,0.0,943.0,0.0,0.0,41.0,166.0,577.0,37.0,525.0,0.0,1078.0,0.0,4.0,0.0,299.0,0.0,0.0,4.0,0.0,0.0,52.0,0.0,0.0,381.0,0.0,0.0,1679.0,803.0
SYAP1,0.0,1424.0,2575.0,5834.0,10.0,0.0,228.0,36.0,0.0,1087.0,3513.0,0.0,5637.0,382.0,1454.0,294.0,7978.0,22.0,161.0,66.0,2679.0,127.0,1769.0,3351.0,628.0,178.0,100.0,255.0,3605.0,894.0
SYBU,0.0,135.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,1952.0,0.0,0.0,0.0,1782.0,0.0
SYCE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,0.0,0.0,0.0,0.0,7.0,81.0,0.0,0.0,0.0,36.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYCE1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYCE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.0
SYCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYCP2L,0.0,0.0,59.0,1217.0,5.0,968.0,0.0,65.0,1007.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,10.0,4.0,1118.0,153.0,0.0,0.0,0.0,0.0,1.0,0.0
SYCP3,3800.0,250.0,6745.0,8543.0,535.0,614.0,476.0,636.0,0.0,4672.0,1301.0,238.0,0.0,344.0,1.0,767.0,23458.0,252.0,1.0,28.0,8858.0,568.0,4399.0,2717.0,2304.0,4157.0,12.0,2577.0,740.0,691.0
SYDE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYDE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2923.0,0.0,0.0,36.0,0.0,0.0,0.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0
SYF2,222.0,94.0,4759.0,1730.0,163.0,0.0,190.0,2135.0,62.0,2811.0,3324.0,873.0,6170.0,1020.0,21.0,379.0,19201.0,1087.0,169.0,122.0,11473.0,305.0,1882.0,4972.0,1054.0,2305.0,0.0,1412.0,2668.0,2729.0
SYK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,1.0,0.0,0.0,13.0,392.0,723.0,347.0,0.0,24.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,614.0
SYMPK,0.0,0.0,0.0,0.0,0.0,0.0,29.0,434.0,0.0,0.0,15.0,0.0,2287.0,47.0,2.0,77.0,54.0,0.0,50.0,157.0,279.0,0.0,524.0,0.0,0.0,0.0,53.0,0.0,197.0,210.0
SYN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN2,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,817.0,0.0,0.0,0.0,37.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,4.0,0.0,0.0,23.0,11.0
SYN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCRIP,5172.0,3145.0,7660.0,3556.0,1330.0,3.0,712.0,327.0,114.0,7808.0,6643.0,886.0,8458.0,916.0,294.0,1784.0,15901.0,700.0,305.0,873.0,13977.0,1978.0,1836.0,9287.0,4082.0,2899.0,11149.0,1707.0,11544.0,5208.0
SYNE1,0.0,93.0,0.0,0.0,286.0,0.0,129.0,0.0,0.0,0.0,1181.0,2.0,0.0,89.0,7.0,0.0,3.0,1.0,0.0,9.0,660.0,231.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNE2,0.0,0.0,623.0,307.0,139.0,0.0,315.0,15.0,2.0,4086.0,1197.0,197.0,346.0,18.0,1585.0,962.0,5309.0,553.0,528.0,734.0,1036.0,277.0,19.0,499.0,5363.0,234.0,3311.0,0.0,2671.0,1111.0
SYNE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNE4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0
SYNGAP1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNGR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNGR2,0.0,846.0,646.0,602.0,880.0,53.0,889.0,428.0,308.0,4288.0,13.0,0.0,3299.0,675.0,67.0,44.0,3530.0,0.0,1003.0,33.0,2276.0,389.0,5965.0,0.0,143.0,218.0,1948.0,0.0,713.0,890.0
SYNGR3,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,6452.0,0.0,444.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
SYNGR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNJ1,0.0,0.0,39.0,0.0,0.0,15.0,12.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,155.0,0.0,11.0,0.0,0.0,440.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,211.0,557.0
SYNJ2,0.0,0.0,0.0,0.0,22.0,0.0,16.0,0.0,0.0,265.0,253.0,154.0,1.0,0.0,0.0,675.0,0.0,293.0,0.0,75.0,0.0,75.0,39.0,4642.0,0.0,121.0,0.0,0.0,266.0,60.0
SYNJ2BP,0.0,37.0,2170.0,403.0,238.0,1709.0,0.0,1638.0,28.0,3466.0,2167.0,1303.0,9.0,999.0,47.0,1027.0,7165.0,163.0,0.0,17.0,7123.0,703.0,1.0,2117.0,264.0,1332.0,3516.0,27.0,931.0,301.0
SYNM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
SYNPO,0.0,0.0,1179.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
SYNPO2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SYNPO2L,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
SYNPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNRG,459.0,0.0,763.0,53.0,133.0,0.0,112.0,0.0,19.0,0.0,558.0,17.0,336.0,80.0,29.0,0.0,1.0,0.0,7.0,15.0,0.0,220.0,134.0,0.0,0.0,0.0,260.0,0.0,1326.0,2056.0
SYP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYPL1,583.0,656.0,4666.0,3322.0,1610.0,0.0,0.0,1409.0,677.0,2748.0,3036.0,953.0,5660.0,0.0,1046.0,160.0,4263.0,261.0,1266.0,1.0,5344.0,6.0,1903.0,1154.0,1794.0,650.0,0.0,0.0,4434.0,1109.0
SYPL2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYS1,0.0,114.0,1283.0,3389.0,212.0,0.0,7.0,0.0,0.0,1571.0,2576.0,75.0,0.0,0.0,0.0,427.0,12780.0,39.0,0.0,12.0,1502.0,163.0,0.0,0.0,789.0,215.0,2506.0,0.0,2570.0,290.0
SYT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SYT10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYT13,0.0,368.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYT14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYT15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
SYT17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,65.0,41.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0
SYT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYT7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYTL2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYTL3,8189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYTL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYVN1,0.0,6.0,56.0,219.0,0.0,0.0,2.0,0.0,582.0,0.0,12.0,0.0,2172.0,0.0,2.0,38.0,8.0,0.0,146.0,55.0,521.0,125.0,90.0,0.0,190.0,0.0,0.0,0.0,103.0,33.0
SZRD1,4540.0,421.0,2769.0,3221.0,12.0,690.0,672.0,975.0,21.0,5837.0,1454.0,31.0,3382.0,23.0,1216.0,85.0,5666.0,479.0,0.0,42.0,8292.0,2.0,5913.0,1439.0,557.0,1688.0,90.0,490.0,2882.0,1602.0
SZT2,0.0,5.0,0.0,0.0,84.0,0.0,0.0,0.0,479.0,606.0,209.0,4.0,4.0,6.0,0.0,427.0,0.0,0.0,0.0,9.0,2045.0,0.0,1.0,0.0,0.0,100.0,1033.0,0.0,118.0,554.0
T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAAR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAB1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,197.0,0.0,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
TAB2,0.0,0.0,806.0,0.0,257.0,29.0,47.0,642.0,0.0,1348.0,102.0,298.0,159.0,44.0,0.0,505.0,1560.0,131.0,0.0,13.0,842.0,196.0,24.0,643.0,0.0,1065.0,0.0,264.0,1531.0,0.0
TAB3,3532.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,102.0,727.0,0.0,179.0,0.0,0.0,0.0,6502.0,125.0,0.0,0.0,17.0,10.0,97.0,0.0,768.0,0.0,0.0,0.0,8.0,396.0
TAC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TACC1,1.0,6.0,4354.0,3740.0,458.0,0.0,1351.0,1.0,61.0,13152.0,2618.0,0.0,1236.0,0.0,31.0,0.0,12865.0,557.0,0.0,293.0,414.0,2315.0,4540.0,6757.0,41.0,2059.0,126.0,27.0,5426.0,6452.0
TACC2,0.0,89.0,0.0,347.0,202.0,0.0,262.0,0.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,31.0,0.0,57.0,4.0,0.0,0.0,15.0,103.0,257.0,0.0,0.0,828.0,244.0
TACC3,0.0,0.0,0.0,897.0,0.0,0.0,130.0,17.0,0.0,356.0,138.0,0.0,3732.0,1.0,286.0,693.0,228.0,362.0,0.0,853.0,4558.0,1427.0,5740.0,1774.0,0.0,225.0,8123.0,1135.0,2087.0,188.0
TACO1,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183.0,87.0,783.0,16.0,367.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,0.0,0.0
TACR1,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TACR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TACSTD2,0.0,0.0,301.0,1366.0,0.0,0.0,297.0,0.0,0.0,1779.0,2449.0,0.0,0.0,0.0,715.0,0.0,7176.0,0.0,0.0,748.0,2577.0,0.0,145.0,973.0,147.0,1037.0,2463.0,0.0,3061.0,60.0
TADA1,0.0,72.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,190.0,0.0,9.0,0.0,1313.0,0.0,0.0,0.0,0.0,1.0,0.0,2495.0,0.0,0.0,203.0,0.0,0.0,847.0,0.0
TADA2A,0.0,0.0,1127.0,0.0,97.0,0.0,29.0,0.0,63.0,0.0,0.0,414.0,732.0,206.0,0.0,915.0,1086.0,0.0,0.0,0.0,2470.0,0.0,0.0,3906.0,0.0,0.0,0.0,0.0,0.0,387.0
TADA2B,936.0,0.0,132.0,0.0,25.0,0.0,0.0,0.0,78.0,0.0,456.0,0.0,2222.0,65.0,0.0,0.0,10.0,0.0,0.0,8.0,341.0,85.0,610.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0
TADA3,250.0,18.0,0.0,0.0,0.0,377.0,349.0,798.0,330.0,0.0,0.0,0.0,0.0,8.0,41.0,5.0,1.0,0.0,97.0,0.0,1737.0,3.0,1.0,3555.0,0.0,104.0,0.0,224.0,0.0,0.0
TAF1,0.0,89.0,2.0,0.0,51.0,0.0,0.0,0.0,0.0,633.0,89.0,0.0,2106.0,756.0,0.0,6.0,0.0,25.0,61.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,844.0,0.0,733.0
TAF10,489.0,23.0,6.0,0.0,20.0,9.0,0.0,91.0,0.0,7.0,102.0,0.0,8.0,72.0,79.0,10.0,233.0,22.0,55.0,216.0,100.0,5.0,245.0,117.0,0.0,12.0,22.0,0.0,158.0,108.0
TAF11,0.0,0.0,6358.0,2504.0,232.0,0.0,2410.0,0.0,73.0,8643.0,6639.0,4.0,3554.0,2.0,394.0,29.0,3880.0,164.0,133.0,433.0,21753.0,1486.0,7410.0,6804.0,2180.0,3617.0,8184.0,121.0,10149.0,2646.0
TAF12,0.0,829.0,7059.0,9201.0,38.0,894.0,892.0,1173.0,0.0,3382.0,1113.0,1164.0,2424.0,347.0,0.0,233.0,3745.0,778.0,0.0,192.0,10596.0,236.0,4629.0,1158.0,1216.0,2537.0,5056.0,817.0,3893.0,325.0
TAF13,0.0,118.0,685.0,661.0,141.0,0.0,136.0,70.0,0.0,464.0,1319.0,102.0,0.0,299.0,80.0,48.0,4202.0,178.0,0.0,3.0,929.0,0.0,489.0,287.0,27.0,217.0,0.0,0.0,826.0,0.0
TAF15,0.0,0.0,938.0,620.0,197.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,6.0,21.0,105.0,155.0,3.0,42.0,0.0,82.0,5.0,65.0,205.0,948.0,2.0,174.0,0.0,14.0,22.0,666.0
TAF1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,3196.0,422.0,0.0,4.0,1153.0,21.0,0.0,0.0,894.0,22.0,814.0,0.0,0.0,1638.0
TAF1B,0.0,0.0,1376.0,0.0,0.0,89.0,316.0,1560.0,62.0,1153.0,1195.0,0.0,0.0,242.0,0.0,0.0,11416.0,746.0,0.0,147.0,9051.0,242.0,9.0,577.0,500.0,220.0,114.0,44.0,1765.0,367.0
TAF1C,0.0,0.0,89.0,3.0,112.0,273.0,189.0,455.0,0.0,0.0,127.0,1.0,0.0,0.0,752.0,0.0,10.0,0.0,0.0,482.0,110.0,87.0,773.0,0.0,705.0,54.0,0.0,0.0,0.0,0.0
TAF1D,247.0,100.0,6244.0,2041.0,393.0,1793.0,799.0,825.0,848.0,6699.0,3475.0,1439.0,2025.0,362.0,513.0,1610.0,9922.0,631.0,303.0,1928.0,3810.0,341.0,3114.0,1500.0,1552.0,1636.0,2066.0,0.0,4871.0,3946.0
TAF1L,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,112.0,1.0,0.0,0.0,188.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
TAF2,0.0,12.0,17.0,1480.0,840.0,0.0,169.0,0.0,201.0,4514.0,478.0,223.0,1.0,117.0,24.0,10.0,1684.0,27.0,0.0,31.0,592.0,452.0,20.0,3034.0,0.0,1250.0,0.0,38.0,2955.0,2419.0
TAF3,0.0,0.0,2706.0,0.0,0.0,1.0,0.0,2.0,8.0,864.0,303.0,0.0,2462.0,794.0,197.0,143.0,5265.0,213.0,52.0,357.0,3089.0,315.0,0.0,1.0,0.0,256.0,9.0,0.0,473.0,1748.0
TAF4,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,530.0,23.0,269.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,281.0,0.0,59.0,0.0,0.0,0.0,225.0
TAF4B,4633.0,1.0,124.0,70.0,0.0,3.0,0.0,0.0,634.0,0.0,380.0,1189.0,409.0,121.0,803.0,405.0,103.0,475.0,0.0,98.0,0.0,650.0,110.0,0.0,210.0,250.0,0.0,0.0,918.0,5.0
TAF5,0.0,0.0,1008.0,0.0,0.0,0.0,1.0,0.0,0.0,1084.0,80.0,0.0,167.0,0.0,0.0,0.0,1217.0,82.0,0.0,19.0,4822.0,0.0,0.0,0.0,0.0,61.0,174.0,0.0,0.0,0.0
TAF5L,0.0,30.0,1780.0,0.0,0.0,0.0,6.0,26.0,0.0,985.0,10.0,0.0,0.0,0.0,0.0,6.0,141.0,0.0,0.0,47.0,3140.0,0.0,0.0,1089.0,39.0,26.0,0.0,0.0,181.0,0.0
TAF6,0.0,0.0,260.0,0.0,0.0,0.0,447.0,405.0,509.0,0.0,830.0,0.0,2554.0,511.0,0.0,90.0,12.0,1.0,0.0,0.0,734.0,0.0,22.0,2219.0,145.0,7.0,39.0,0.0,498.0,2091.0
TAF6L,0.0,0.0,3.0,0.0,0.0,0.0,27.0,0.0,2.0,320.0,0.0,0.0,9.0,0.0,0.0,5.0,127.0,0.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
TAF7,9041.0,0.0,3970.0,0.0,451.0,2.0,394.0,0.0,15.0,1310.0,0.0,0.0,1207.0,0.0,663.0,627.0,5963.0,0.0,0.0,33.0,0.0,356.0,537.0,3816.0,782.0,372.0,1365.0,0.0,5815.0,214.0
TAF8,0.0,0.0,1565.0,365.0,0.0,0.0,0.0,0.0,0.0,4.0,387.0,0.0,1.0,139.0,214.0,0.0,2449.0,68.0,0.0,75.0,369.0,171.0,0.0,1832.0,2259.0,641.0,29.0,18.0,3232.0,705.0
TAF9,4624.0,1101.0,33643.0,7689.0,670.0,1969.0,4490.0,3010.0,467.0,8039.0,10797.0,2015.0,9898.0,1409.0,3567.0,1404.0,41880.0,2661.0,1118.0,87.0,37852.0,1238.0,7697.0,7739.0,3463.0,6065.0,13925.0,2191.0,23083.0,9884.0
TAF9B,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,476.0,0.0,0.0,0.0,0.0,0.0,529.0,0.0,0.0,2.0,0.0,0.0,369.0,0.0,0.0,0.0,0.0,0.0,1245.0,0.0
TAGLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,23.0,0.0,24.0,0.0,10.0,16.0,1.0,0.0,0.0,351.0,0.0
TAGLN2,5600.0,1835.0,3818.0,19283.0,2782.0,1883.0,6004.0,674.0,603.0,33233.0,9129.0,678.0,23718.0,436.0,1123.0,600.0,23648.0,3195.0,0.0,998.0,40764.0,1374.0,3258.0,4697.0,2184.0,3156.0,16631.0,991.0,11865.0,8162.0
TAL1,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TALDO1,0.0,8845.0,37900.0,24975.0,4317.0,2406.0,7999.0,1529.0,1453.0,31864.0,14897.0,4880.0,34376.0,3626.0,2535.0,2806.0,80567.0,5917.0,4158.0,692.0,92668.0,2940.0,24443.0,26658.0,10457.0,10997.0,20756.0,5887.0,46738.0,18765.0
TAMM41,0.0,50.0,554.0,0.0,0.0,0.0,0.0,31.0,97.0,2.0,973.0,0.0,2864.0,422.0,0.0,64.0,41.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,248.0
TANC1,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,219.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,0.0,0.0,0.0,0.0
TANC2,0.0,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,1.0,0.0,0.0,150.0,4.0,0.0,0.0,0.0,5.0,430.0,0.0,0.0,307.0,0.0,0.0,551.0,0.0
TANGO2,0.0,0.0,0.0,63.0,0.0,0.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,318.0,0.0,0.0,36.0,340.0,0.0,789.0,2643.0,792.0,277.0,0.0,0.0,83.0,0.0
TANGO6,0.0,93.0,809.0,405.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,397.0,0.0,0.0,8.0,0.0,24.0,0.0,0.0,0.0,745.0,0.0,0.0,2048.0,0.0
